Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003DAFD0
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6488
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F64C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6508
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6548
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6588
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F65C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6608
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6648
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6688
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F66C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6708
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6748
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6788
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F67C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6808
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6848
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6888
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F68C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6908
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6948
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6988
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F69C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6A08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6A48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6A88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6AC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6B08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6B48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6B88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6BC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6C08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6C48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6C88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6CC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6D08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6D48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6D88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6DC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6E08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6E48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6E88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6EC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6F08
Values: Bottom:true	 Top:true	 Left:true	 Right:false	 Texture Type:003F6F48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6F88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F6FC8
Values: Bottom:false	 Top:false	 Left:false	 Right:false	 Texture Type:003F7008
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7048
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7088
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F70C8
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7108
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7148
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7188
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F71C8
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003F7208
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7248
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7288
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:003F72C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7308
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003F7348
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7388
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003F73C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7408
Values: Bottom:true	 Top:false	 Left:true	 Right:true	 Texture Type:003F7448
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7488
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003F74C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7508
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003F7548
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7588
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003F75C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7608
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003F7648
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7688
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003F76C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7708
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003F7748
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7788
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003F77C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7808
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7848
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003F7888
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F78C8
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003F7908
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7948
Values: Bottom:false	 Top:false	 Left:false	 Right:true	 Texture Type:003F7988
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F79C8
Values: Bottom:false	 Top:false	 Left:true	 Right:false	 Texture Type:003F7A08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7A48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7A88
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:003F7AC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7B08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7B48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7B88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7BC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7C08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7C48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7C88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7CC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7D08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7D48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7D88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7DC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7E08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7E48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7E88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7EC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7F08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7F48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7F88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F7FC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8008
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8048
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8088
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F80C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8108
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8148
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8188
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F81C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8208
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8248
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8288
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F82C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8308
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8348
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8388
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F83C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8408
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8448
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8488
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F84C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8508
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8548
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8588
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F85C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8608
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8648
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8688
Values: Bottom:true	 Top:true	 Left:true	 Right:false	 Texture Type:003F86C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8708
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8748
Values: Bottom:true	 Top:false	 Left:false	 Right:false	 Texture Type:003F87C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8808
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:003F8848
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8888
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003F88C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8908
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003F8948
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8988
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003F89C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8A08
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8A48
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8A88
Values: Bottom:false	 Top:false	 Left:false	 Right:true	 Texture Type:003F8AC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8B08
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003F8B48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8B88
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8BC8
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003F8C08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8C48
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8C88
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8CC8
Values: Bottom:true	 Top:false	 Left:false	 Right:false	 Texture Type:003F8D48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8D88
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:003F8DC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8E08
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8E48
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8E88
Values: Bottom:true	 Top:false	 Left:false	 Right:false	 Texture Type:003F8F08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8F48
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:003F8F88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F8FC8
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9008
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9048
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003F9088
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F90C8
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9108
Values: Bottom:true	 Top:false	 Left:true	 Right:true	 Texture Type:003F9148
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9188
Values: Bottom:false	 Top:false	 Left:true	 Right:false	 Texture Type:003F91C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9208
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9248
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:003F9288
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F92C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9308
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9348
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9388
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F93C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9408
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9448
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9488
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F94C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9508
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9548
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9588
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F95C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9608
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9648
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9688
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F96C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9708
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9748
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9788
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F97C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9808
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9848
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9888
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F98C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9908
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9948
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9988
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F99C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9A08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9A48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9A88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9AC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9B08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9B48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9B88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9BC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9C08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9C48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9C88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9CC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9D48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9D88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9DC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9E08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9E48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9E88
Values: Bottom:true	 Top:true	 Left:true	 Right:false	 Texture Type:003F9EC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9F08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9F48
Values: Bottom:false	 Top:true	 Left:false	 Right:false	 Texture Type:003F9F88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003F9FC8
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003FA008
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA048
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA088
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA0C8
Values: Bottom:false	 Top:false	 Left:true	 Right:true	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA108
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003FA148
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA188
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA1C8
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003FA208
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA248
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA288
Values: Bottom:false	 Top:true	 Left:false	 Right:false	 Texture Type:003FA2C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA308
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:003FA348
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA388
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003FA3C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA408
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA448
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA488
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA4C8
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003FA508
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA548
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003FA588
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA5C8
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA608
Values: Bottom:true	 Top:true	 Left:false	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA648
Values: Bottom:false	 Top:true	 Left:false	 Right:true	 Texture Type:003FA688
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA6C8
Values: Bottom:false	 Top:true	 Left:true	 Right:false	 Texture Type:003FA708
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA748
Values: Bottom:true	 Top:false	 Left:false	 Right:true	 Texture Type:003FA788
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA7C8
Values: Bottom:true	 Top:false	 Left:true	 Right:false	 Texture Type:00000000
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA808
Values: Bottom:false	 Top:true	 Left:false	 Right:false	 Texture Type:003FA848
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA888
Values: Bottom:true	 Top:false	 Left:false	 Right:false	 Texture Type:003FA908
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA948
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FA988
Values: Bottom:true	 Top:true	 Left:false	 Right:true	 Texture Type:003FA9C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAA08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAA48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAA88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAAC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAB08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAB48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAB88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FABC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAC08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAC48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAC88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FACC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAD08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAD48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAD88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FADC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAE08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAE48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAE88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAEC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAF08
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAF48
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAF88
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FAFC8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB008
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB048
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB088
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB0C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB108
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB148
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB188
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB1C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB208
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB248
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB288
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB2C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB308
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB348
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB388
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB3C8
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB408
Values: Bottom:true	 Top:true	 Left:true	 Right:true	 Texture Type:003FB448
